,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
11,2020-11-02,6023.67974430679,5865.448204406237,5749.451622417258,5639.740461593292,5572.84328453505,5519.806827003203,5491.637511323447,5462.418866992308,5455.469661819915,5449.007673586756,5433.130453637061,5400.267755426417,5372.535859506321,5361.1649871050795,5400.050630596657,5431.7501852206815,5451.059959654842,5499.5430709763095,5577.66894182208,5679.994363442773,5729.2428056731105,5725.9684431531605,5759.951799678318,5862.7093432468355,5931.51553169859,6057.951581106225,6204.409901958948,6279.812465428805,6347.612924153748,6411.307334097252,6572.100131059822,6718.950707604185,6870.41843859847,7025.706003927297,7133.552156740193,7179.3504433141325,7206.754954145635,7258.023934702825,7280.76577270721,7238.092603361511,7143.100117638222,6945.14007703404,6762.431880569247,6573.701432740057,6396.895862428428,6279.504566502333,6064.815979868077,5868.22778097372
12,2020-11-03,5689.493001814308,5568.319387377085,5444.313033724165,5360.11400591742,5323.551667240519,5290.913433838093,5264.71523225763,5258.665292547565,5301.018682542637,5350.6756533377475,5432.554291468872,5580.074499807607,5736.05562624614,5857.926644864788,6008.980654852156,6089.1967964143505,6102.001505360569,6147.707359329758,6104.9381096833695,6038.2144411778,5986.550952046453,6010.2021827465405,6063.887671459488,6130.144346615198,6176.246487941459,6261.31082965929,6390.915718189985,6508.420739523705,6623.756795611007,6714.2103175149205,6837.146814110535,6982.42749033841,7131.566635652614,7309.584502110541,7409.52227858269,7429.477761017608,7457.040224258735,7517.75743625908,7569.902643678485,7561.331657044802,7435.676599442785,7210.472632359888,6989.271121196875,6771.799686742865,6550.22165552978,6402.751564826131,6186.153914170942,5968.786509461709
13,2020-11-04,5757.365148674336,5620.997636986783,5499.78182368589,5408.400662773356,5370.394398188728,5320.651507098535,5315.715241877092,5330.485519091182,5352.313194998258,5385.5293966676345,5473.693832581657,5602.707500286676,5754.156023487088,5918.87680797206,6017.740418946334,6076.04442887778,6097.3260609620875,6063.078755992937,6015.760938460049,5970.695454865179,5947.3782114775895,5948.71743003814,5982.393159559215,6057.845796833648,6119.559829237391,6182.033486968428,6293.4281888461355,6404.422502442905,6525.976255511396,6641.947446419113,6832.045947439994,6988.070791236668,7166.916319312086,7355.409180707473,7502.918539631295,7523.13974140518,7525.417250820232,7589.5577301545345,7662.758394532817,7629.584972592597,7494.987456733409,7264.713873134998,7057.355388047852,6855.2330750855945,6622.94919645414,6485.295181031715,6259.468814970235,6015.553933404733
14,2020-11-05,5882.362276175605,5726.51116921008,5610.344227614933,5524.973567842172,5471.935354634497,5444.714075275682,5440.421228731981,5438.13669101951,5451.831889707422,5485.691623474515,5562.5686291369,5687.067952616322,5876.05778918303,6044.524715572628,6168.762867890122,6221.383163191518,6234.357819418683,6207.440750727255,6151.1454696919955,6099.985439028695,6090.279375997682,6124.923553712604,6169.319734978528,6266.864050772076,6350.333416635116,6455.562153005183,6565.002052780725,6727.958313813368,6880.23332788749,7012.651028562507,7201.19360694512,7386.497206389742,7558.706245672258,7723.541501695283,7818.38039637807,7853.015320906152,7853.5282618218625,7915.765632793225,7946.135052689498,7915.224844772672,7779.898226396515,7578.211739970795,7367.119765486055,7121.750496288348,6874.673970280995,6715.242117826332,6468.030617613849,6231.041351656192
15,2020-11-06,6037.2645500868,5901.474989980623,5760.920604281069,5678.448736434242,5622.599928350563,5591.660515076494,5579.83244741255,5576.751604657653,5598.34973657859,5641.07873522799,5729.257039403177,5860.121251990452,6068.235439508152,6200.927105786337,6378.1724016844,6428.552210252496,6455.788458882729,6455.501468484497,6437.61365324625,6422.74670217048,6403.70474259379,6422.30416989642,6474.578840987445,6534.495827109085,6595.36677016377,6670.3987143938075,6760.428949741732,6906.006978202195,7047.640515633213,7167.751508642392,7308.405315794244,7464.113813553042,7642.130216618249,7799.518375841035,7914.000000827047,7982.880213069577,7973.050675290824,8044.458646280313,8087.682474060222,8053.35643779033,7898.167903224327,7662.192524356033,7419.490260438881,7166.13405396055,6933.537715316973,6766.547878604222,6513.787938366116,6253.052399671742
16,2020-11-07,6120.041045149959,5972.11897213486,5828.57239405291,5744.272622443852,5681.461595555213,5637.189652260822,5623.561952778425,5631.952792891025,5660.109511543533,5694.5507812839,5779.266911266535,5910.7958253011675,6091.189237465625,6264.6949943876625,6410.427063870328,6489.422031924903,6514.058611924657,6528.930051061985,6503.691259465675,6485.8036233014855,6503.28703639872,6574.973272229435,6632.377566038252,6720.067813466578,6761.67114304739,6831.850191693999,6980.150142835974,7085.006103399477,7246.892155523756,7385.81181976921,7507.912211885253,7707.8643328172,7893.568307937705,8045.469367637511,8074.9965122798485,8047.195816264174,7964.243553560995,8007.159337130248,8078.247904393035,8060.300857089599,7930.928315579423,7690.842589820205,7517.211009835082,7280.16836161694,7066.206140799062,6925.91586964224,6663.309406558226,6408.726027579491
17,2020-11-08,6098.237415613655,5949.38362905106,5821.985568061685,5715.403318956418,5648.629558793877,5607.312496360799,5568.103204348228,5544.607689676945,5533.04383495396,5533.416527889488,5551.6726690419755,5551.644896473892,5578.570768290672,5629.133574738598,5706.280738495632,5780.650556686495,5895.029314608485,5989.83125796029,6006.140916332644,6003.365338293248,6055.441940543312,6105.04584261904,6104.38270872006,6145.0156674220325,6212.221295938256,6267.398367079737,6348.069154412592,6471.053239946261,6402.13020395293,6603.275196448712,6716.217214698083,6865.989010951682,7012.192905293399,7138.775058141758,7211.00742881702,7226.637882867418,7267.044418010686,7345.944546574566,7392.118293844419,7362.81631829212,7258.390102124997,7090.454690452602,6952.967922269891,6802.603195461055,6676.664166468048,6556.171257495919,6364.963398787652,6155.4775417141645
18,2020-11-09,5935.449752607113,5807.269191396228,5672.849155472641,5569.810640014635,5518.968442782035,5472.469132349132,5448.749709160134,5409.018186648482,5410.249292956973,5401.702976712889,5372.9677668047925,5364.877103847925,5326.299147121697,5339.402741761535,5362.073908936973,5376.863955198673,5423.6718093236905,5478.804780409898,5506.003997879722,5549.542450015515,5550.367244091507,5575.199071351002,5515.8788372443105,5670.130830569416,5769.093923573582,5847.465284181715,5919.795512100136,5969.17279906808,6099.884547242028,6250.825835679112,6413.579598181077,6519.273085786344,6680.703859555761,6852.469923638675,7039.896478709008,7161.675505980515,7277.2634807773775,7361.463997797371,7440.180607606268,7421.30599230862,7308.098136957386,7113.237308650472,6935.607502775152,6748.803540174984,6581.114609446385,6460.91243549962,6265.854263377732,6040.331298473143
19,2020-01-20,5833.414313006002,5710.5612238519125,5590.605177209412,5507.96101513848,5477.072079961395,5446.823453190373,5416.7305981088375,5408.49735322246,5450.341281618081,5516.89476671814,5634.70298706733,5775.501620484212,5997.069717090422,6189.901433708155,6366.087972886629,6435.64089183495,6443.67324638746,6424.923007274005,6388.6281046850245,6370.594273376975,6356.50763934385,6371.354117069611,6394.367658737002,6445.020340630945,6465.64407725154,6518.241237676045,6587.3358471611045,6676.573694136352,6783.299421129018,6861.1259937835275,6953.650069245253,7110.617809717157,7264.96593173399,7440.553142578985,7543.55135622161,7575.274435950048,7585.720352763624,7653.01957548409,7686.464295445103,7658.455080494357,7528.742592021373,7315.599184534265,7106.37150181565,6882.926824384295,6664.533464317589,6508.771929207464,6281.944673211007,6047.923044189822
20,2020-12-01,5743.2594661812245,5612.222642842128,5478.692427230455,5395.378482386517,5335.751341017645,5309.891198944612,5288.0447717718325,5281.4127345635625,5325.716544692752,5385.953624244708,5489.09692712026,5607.03771400968,5818.61914536218,5974.92465897609,6113.713704674969,6143.806776932583,6103.912259027818,6076.04909831568,6054.734005120075,6021.6564180301375,5959.937169129433,5928.1632023106,5901.4875535488445,5943.105334765363,6017.577754271277,6087.950485480465,6179.915929362482,6292.56681947862,6445.655041688515,6547.370373295385,6725.075706511503,6912.4247409890995,7140.088220909965,7287.996723376436,7446.601538289035,7478.852843317041,7499.02432407524,7599.269523667463,7649.091129208295,7600.607399546372,7445.7993223096155,7232.518138226273,7034.187646415901,6805.621498597968,6598.35469319472,6458.023565106724,6236.930005458799,6006.513562434001
21,2020-12-02,5814.162804709429,5671.490674428523,5551.477523518571,5461.910840019287,5418.881819850398,5379.339929106231,5363.9585680220725,5370.65880243595,5385.877288103202,5447.386068498758,5546.290590943948,5684.688293194382,5858.9544453684175,6048.528407384923,6171.744616366374,6236.53543080091,6241.656143498685,6235.70840726908,6196.671967488495,6151.218198301728,6131.111055774854,6126.24261117023,6105.167414090561,6166.394709484986,6237.593883142769,6340.782999262928,6469.032189092092,6616.640050275368,6747.867728418076,6820.11148403617,6969.543841949625,7161.443872967313,7325.104529590255,7432.883266970373,7526.803486601126,7474.95631261818,7511.835192957293,7608.692805521023,7674.12036241085,7621.382988662752,7510.68112116214,7309.7197000285805,7126.890895387295,6907.919308283297,6715.47717326439,6542.620948222825,6300.805487286,6075.461554046219
22,2020-12-03,5947.595504136398,5800.583779381104,5673.165928772212,5574.488652879852,5523.488713302912,5496.7179760266445,5483.896567216615,5478.232939581752,5523.686980834946,5576.001450658512,5679.685263228727,5796.968113623227,6010.37373704273,6163.502543488452,6374.009540529575,6464.646402102875,6493.862170236563,6500.052101813418,6477.834786576817,6473.53825978492,6461.137863056736,6488.243527196867,6508.887350319745,6550.132786000762,6594.52785797151,6670.468790871373,6739.152181250827,6850.234990477152,6927.312262159505,6992.148631238659,7103.06840664011,7217.540606859698,7349.855632524381,7494.262164840802,7572.238740206085,7602.268999438727,7591.700880880107,7678.724202805177,7724.120519386677,7684.400611522555,7549.515033567543,7320.258993043688,7104.415537483009,6886.366883487365,6676.228561308855,6544.403503553351,6302.802853882557,6070.5885639537855
23,2020-12-04,5727.057163205787,5576.008022680955,5483.283026465469,5411.920877065228,5356.63376561665,5329.403181149126,5318.34552666028,5319.330009923672,5359.792137968215,5408.0695776767525,5518.77154418196,5639.434312633025,5839.18412840047,6017.13306480951,6157.2541081022355,6222.196897582482,6234.924964078553,6236.616957866817,6185.2044946668575,6183.673961153338,6171.479680056143,6118.985224718555,6169.697297872373,6266.75293370593,6319.12459814087,6373.724188920833,6465.21466882455,6541.935221242926,6623.914959246713,6712.036741437737,6804.802818218872,6940.677518257894,7100.64412705484,7238.009148698412,7298.056973099793,7268.217239994041,7233.292946984767,7319.449466804167,7353.429559098678,7347.095224139271,7230.78139594648,7029.812103085973,6866.039728824968,6682.660507580263,6478.318563217035,6355.668886238768,6177.39772545599,5966.205492010768
24,2020-12-05,5854.94969300286,5731.8113302873335,5589.753347489135,5495.856631669785,5436.424134907625,5395.737572742635,5368.103051895682,5345.286464872355,5337.665819144875,5343.5184569521525,5367.307386383867,5357.182047811285,5362.673228580968,5416.042652609175,5480.35797572854,5546.0154782041855,5608.933843139115,5675.633912772488,5721.233733957575,5726.525895130503,5699.4102695099,5663.001894599783,5670.209845186073,5723.436108731495,5764.931213925052,5840.814767616965,5906.596906560698,5991.800350403582,6143.179410339584,6259.17539034613,6367.704294172168,6485.130410149661,6687.663403762833,6896.271548981203,7040.18317508305,7112.406164097922,7186.9923631400525,7233.52493601232,7311.739463890357,7302.45785957152,7172.987165902725,6992.6186813003305,6855.825942840918,6709.882292680753,6562.827280111619,6452.024811578525,6256.449780564485,6048.249985067367
25,2020-12-06,5849.099753921919,5710.50440835042,5580.90350423352,5489.40339755908,5419.177669776037,5377.5056022883455,5343.5085140125275,5320.23920213752,5320.325832065742,5317.086324034395,5305.20217247259,5281.195026472312,5254.924667943153,5254.966238059535,5268.856239366158,5257.081528601732,5293.28297354255,5339.171773812407,5328.6996864788325,5373.7780625107225,5419.2177316471825,5438.6819380902925,5454.579617312235,5527.179560605187,5584.5302519217,5675.675627368145,5790.987047892425,5922.186737326728,6083.695266036165,6238.345396065128,6420.756216838618,6616.368598434765,6748.680347842257,6976.772242943112,7130.922284145237,7276.678035759655,7312.17139558923,7402.7799217120255,7513.319139682562,7475.052708425745,7370.06511429145,7161.985700525827,6991.801725819843,6809.156322573401,6618.690668147519,6453.8208945580745,6258.388682668996,6031.906594918242
26,2020-12-07,5966.497627000263,5810.262510999838,5679.294481521705,5586.263105179012,5530.592988612512,5478.827369894243,5446.3855714542,5428.842563496351,5411.073793487558,5425.768717537705,5435.379043149045,5440.42262777609,5458.950348495283,5513.525741694122,5597.489458436765,5658.621603963135,5707.4628203103675,5755.937240156487,5763.870170936153,5804.938082729445,5806.621955930223,5833.690497708177,5879.614962497282,5957.1826472801295,5975.9180011708595,6061.029010311012,6111.292138749398,6192.583921482468,6345.595116357375,6452.7835266389075,6544.510607764402,6738.690307628155,6905.728570845277,7034.683589751662,7180.463743779055,7290.859768904423,7299.990303732818,7403.559628586941,7474.35774552655,7457.71402270612,7360.40304778068,7147.862810110305,6967.122870029764,6775.917877747775,6577.02821350753,6443.9206451930995,6239.873605240618,6027.90868912525
27,2020-12-08,6122.498851531615,5976.310884174895,5842.510561482525,5758.761820081424,5703.818660343355,5674.466067341231,5645.529182504655,5614.907687231769,5641.741912378325,5712.448924106992,5843.756115849081,5996.492987145307,6222.872972434385,6433.375230763864,6668.33116635818,6725.746776422653,6709.2185737518885,6754.672679349015,6777.9395822586575,6795.458179261872,6848.126316026222,6869.759111090063,6905.637758689777,7046.440445714048,7136.959239226942,7204.848085537635,7274.0038521663555,7366.826557937423,7481.912159907316,7548.935169473925,7627.176144278419,7794.9251595868445,7999.359222065703,8095.98758548178,8145.425516749516,8169.937577827817,8117.195683491225,8195.632777934488,8158.819207361228,8131.438420641065,7978.078289631465,7716.108270855235,7476.670856519162,7224.472893706846,6969.235976028098,6776.597207285778,6500.240656275033,6274.3529251921245
28,2020-12-09,5883.215384014804,5692.04522020685,5610.65257963348,5558.043466094499,5501.306943019792,5463.494635764405,5456.33041721648,5446.997710363743,5480.261586068802,5548.92055032168,5671.622284700953,5795.417140873542,6042.038434396185,6265.817920768578,6437.62558627847,6448.0697678969545,6428.707960264418,6389.391310664682,6368.0031885602475,6342.108083690028,6363.986935105255,6402.630280926823,6418.735430664443,6483.955080514659,6521.941475291005,6673.58455992038,6760.6222510950465,6899.4641737187,7050.895063987366,7115.662224219873,7186.7168605110255,7433.399762246225,7629.917300636296,7748.3685839548325,7806.838832457315,7812.61728348075,7777.476333056387,7858.968907701205,7856.875477796029,7815.133627624464,7672.118696703732,7439.197355726915,7217.808596483364,6989.066852926678,6762.223331762461,6597.868796440048,6373.590712766852,6123.907631725397
29,2020-01-30,5925.077438958135,5789.911762459925,5665.994993964185,5567.852444946425,5532.097629425313,5482.248305415385,5477.619529147278,5475.230785043996,5498.238419242725,5567.180284155368,5695.2917618702495,5821.770281135972,6041.510877595074,6266.189025516745,6467.390444025567,6522.883087107845,6484.82008891493,6478.056803195195,6492.794305443107,6457.8068371857225,6406.231761316657,6393.00685873176,6456.972480471957,6509.998105652578,6570.52146605555,6608.075047887475,6637.158461831965,6788.767217701408,6869.815401443395,6934.869827805822,7031.671071139437,7183.9222863502755,7317.3741583996325,7465.745939215605,7554.750789375144,7600.779877572835,7643.94669180189,7746.510896599302,7768.427876496173,7754.253390204074,7667.6864130980275,7466.02874999509,7226.090766057857,6983.255049833292,6724.201818868281,6595.714455546857,6361.177115990235,6130.224218718603
30,2020-01-31,6071.128381458115,5923.292932154243,5791.284861425025,5711.100283155065,5655.597536499695,5616.523986458988,5607.052058734045,5616.23409952032,5642.890644862435,5710.65781436536,5860.87903088194,6005.599271233453,6253.1609639249455,6490.961529900955,6717.35215837288,6775.59591757614,6733.538181341617,6713.146997189259,6743.89983415456,6727.7606432197,6688.751738455562,6731.49801165602,6699.384087331217,6688.651994176237,6741.1197580282405,6809.382917629484,6895.654551832382,6975.4304120495,7197.339763244475,7292.76614255831,7366.361551962825,7504.582910860935,7648.032284616589,7742.975122110918,7790.274616351137,7716.944498515739,7670.619888083518,7727.722667309348,7737.474124771385,7689.843513305877,7563.335876600028,7355.031633680932,7180.866094226525,6978.314247192456,6789.45527577222,6679.449539752657,6455.600003323555,6212.941511723412
31,2020-02-01,5805.283382992449,5654.942560615647,5540.001215629538,5433.56980566437,5365.082227554894,5326.675677729125,5307.355517425308,5287.037302259388,5300.2908523539345,5308.131916705397,5342.334455234975,5359.462386540235,5377.386685777195,5438.202295553519,5527.310341305265,5578.02083058541,5627.440990220665,5671.98122429109,5706.128426295297,5720.482390914265,5732.218277311033,5813.832524086565,5828.150771544528,5890.225040590651,5912.016213310832,5974.9592746995195,6070.760509691969,6157.728675078895,6293.6500797970275,6382.114720708128,6468.139588116823,6627.170218220581,6819.241103268315,6946.400702975263,7018.589294244438,7037.752589663372,7091.5045975776375,7152.76910497985,7151.68732774431,7107.7692190864755,7002.929357239935,6834.680405199611,6707.541288054667,6565.761218367285,6421.655394604307,6318.62148968275,6125.7624457537495,5914.701646432477
32,2020-02-02,5730.89984704292,5597.026864782035,5479.407474582091,5388.341125705248,5330.211364354315,5297.219187356285,5254.088596405089,5255.438861160332,5257.238549199445,5250.087715745193,5254.919501601465,5225.901291296717,5214.01668384007,5210.190720391805,5242.657868063608,5246.923213482482,5290.86546946965,5346.09439393966,5356.299119349887,5374.48862844768,5359.942866442955,5359.908616533029,5373.358288164362,5451.648738943482,5526.1720550090195,5623.378329148492,5670.49200660622,5786.671569865108,5944.007959870288,6084.218590143475,6271.371543729176,6456.521837548619,6677.106644647267,6898.760576843702,7092.06376309058,7229.95880942273,7303.426213227753,7386.338545786513,7419.386610183073,7380.594741225367,7283.34039431619,7085.725058314979,6897.14077851594,6688.768349213323,6475.973221142177,6313.667525442507,6119.15364428858,5903.352441941733
33,2020-02-03,5923.629195114712,5790.68014800082,5656.959828195382,5570.103906974453,5533.057017543638,5504.72375359735,5498.945096315478,5502.924854253411,5542.884119245423,5629.177435030457,5784.002300495688,5931.556972313056,6199.773262404868,6435.143393954182,6627.141520567276,6672.894501448435,6653.0120704951005,6647.4365995643275,6583.591618278478,6519.76980978917,6466.472774290548,6466.736097749572,6484.33886713607,6542.593288520352,6577.868619482035,6696.859607227302,6884.707209230805,7020.187662036627,7092.296688256063,7160.2784830485225,7319.692976794233,7510.241261403579,7734.822179914077,7895.378267808784,8013.950645624311,8063.382324704569,8060.743917957925,8111.87675278649,8147.601937200987,8078.518337353047,7905.778442961919,7668.21227656791,7434.886444728164,7193.849569184569,6913.700564242573,6749.505146935998,6513.457822066027,6260.7733040096255
